,P.Value,adj.P.Val,logFC,gene,lateral line
ENSDARG00000054058,0.370081824,0.999737975,-1.28943296,h1fx,FALSE
ENSDARG00000088619,0.370972928,0.999737975,-0.769808293,REXO4,FALSE
ENSDARG00000099291,0.371742912,0.999737975,-0.728788049,lsr,FALSE
ENSDARG00000044562,0.371872259,0.999737975,0.5038641,cycsb,FALSE
ENSDARG00000017084,0.373736219,0.999737975,0.568398858,bud31,FALSE
ENSDARG00000056008,0.374250352,0.999737975,0.534162408,atp5g1,FALSE
ENSDARG00000003757,0.374797477,0.999737975,-0.601126676,cnpy1,FALSE
ENSDARG00000031683,0.375436977,0.999737975,-0.370740819,fosab,FALSE
ENSDARG00000087443,0.375675768,0.999737975,-0.740865537,ptp4a2a,FALSE
ENSDARG00000007438,0.376779686,0.999737975,0.660272961,ube2ib,FALSE
ENSDARG00000019398,0.377131196,0.999737975,-0.699321657,psma6a,FALSE
ENSDARG00000061854,0.378336477,0.999737975,-0.672955519,lman2,FALSE
ENSDARG00000043848,0.379760938,0.999737975,0.496683572,sod1,FALSE
ENSDARG00000004588,0.38016511,0.999737975,0.51033201,sox4a,FALSE
ENSDARG00000009871,0.380531478,0.999737975,0.66708313,snrpc,FALSE
ENSDARG00000040443,0.38094018,0.999737975,-0.786870576,polr2i,FALSE
ENSDARG00000045155,0.383040544,0.999737975,-0.533053946,phf5a,FALSE
ENSDARG00000058079,0.38427258,0.999737975,-0.899167856,txndc17,FALSE
ENSDARG00000094557,0.384628916,0.999737975,1.832540443,nupr1,FALSE
ENSDARG00000052846,0.385214726,0.999737975,0.834498813,fsta,FALSE
ENSDARG00000075864,0.385528712,0.999737975,1.33785881,igsf9a,FALSE
ENSDARG00000054540,0.386420321,0.999737975,-1.036372537,imp4,FALSE
ENSDARG00000025581,0.386586755,0.999737975,-0.184643857,rpl10,FALSE
ENSDARG00000063626,0.38761542,0.999737975,-0.481618798,ddx21,FALSE
ENSDARG00000018971,0.390668343,0.999737975,-0.700583744,b3gnt5a,FALSE
ENSDARG00000044521,0.390886374,0.999737975,-0.227102222,eef1b2,FALSE
ENSDARG00000035427,0.391039254,0.999737975,-0.619516909,surf6,FALSE
ENSDARG00000045296,0.391464686,0.999737975,-0.57303664,myeov2,FALSE
ENSDARG00000009681,0.391764623,0.999737975,-0.873027682,med27,FALSE
ENSDARG00000044565,0.393834025,0.999737975,-0.590743947,ola1,FALSE
ENSDARG00000015088,0.394937487,0.999737975,0.587100002,dnajb11,FALSE
ENSDARG00000040513,0.394945333,0.999737975,-0.537603757,zgc:92313,FALSE
ENSDARG00000055475,0.396383993,0.999737975,0.300362082,rps27.2,FALSE
ENSDARG00000044261,0.396416293,0.999737975,0.608624958,si:ch211-243g18.2,FALSE
ENSDARG00000029818,0.396664621,0.999737975,-0.340255376,srsf5a,FALSE
ENSDARG00000103163,0.396697618,0.999737975,-0.532014013,arid4b,FALSE
ENSDARG00000053217,0.397355819,0.999737975,0.402896776,cox7a2a,FALSE
ENSDARG00000040192,0.398204092,0.999737975,-1.162327677,nenf,FALSE
ENSDARG00000071871,0.398263427,0.999737975,-0.792691094,glod5,FALSE
ENSDARG00000052840,0.398348462,0.999737975,-0.634825905,ndufs4,FALSE
ENSDARG00000102978,0.398464305,0.999737975,0.561640221,eif4a3,FALSE
ENSDARG00000070849,0.398904421,0.999737975,-0.173062877,rps15,FALSE
ENSDARG00000058606,0.399595384,0.999737975,-0.597208512,sik1,FALSE
ENSDARG00000039347,0.399727121,0.999737975,0.160518005,rps24,FALSE
ENSDARG00000038891,0.400210099,0.999737975,-0.752079356,AL954146.1,FALSE
ENSDARG00000013655,0.400397421,0.999737975,0.587850111,tpd52l2b,FALSE
ENSDARG00000074378,0.40104802,0.999737975,-0.253922174,junba,FALSE
ENSDARG00000055644,0.404336516,0.999737975,-0.807757797,prss60.2,FALSE
ENSDARG00000103799,0.406108338,0.999737975,-0.553673614,kars,FALSE
ENSDARG00000098391,0.407752912,0.999737975,0.813254321,psmg3,FALSE
ENSDARG00000014313,0.407836989,0.999737975,0.34943654,atp5j,FALSE
ENSDARG00000076290,0.409289175,0.999737975,-0.684112006,calr,FALSE
ENSDARG00000018574,0.409823923,0.999737975,-0.838607146,sf3b4,FALSE
ENSDARG00000036863,0.410423823,0.999737975,0.784551723,MYO1D,FALSE
ENSDARG00000016200,0.410632527,0.999737975,-0.561682206,trib3,FALSE
ENSDARG00000007597,0.41430708,0.999737975,-0.578653994,bloc1s4,FALSE
ENSDARG00000075222,0.414910175,0.999737975,-0.696191088,amer2,FALSE
ENSDARG00000059373,0.416740157,0.999737975,-0.662728583,dnajc8,FALSE
ENSDARG00000037229,0.419508078,0.999737975,0.517144833,denr,FALSE
ENSDARG00000054833,0.419751407,0.999737975,-1.234003604,nucb1,FALSE
ENSDARG00000070674,0.419978268,0.999737975,0.569892581,psmd6,FALSE
ENSDARG00000034195,0.422065054,0.999737975,-0.730771258,top2b,FALSE
ENSDARG00000044628,0.423535517,0.999737975,0.692693061,dtd1,FALSE
ENSDARG00000105445,0.424207223,0.999737975,1.062603048,si:ch211-190h11.2,FALSE
ENSDARG00000020482,0.424913343,0.999737975,-0.474142955,nono,FALSE
ENSDARG00000043502,0.425304563,0.999737975,0.616606512,ccdc124,FALSE
ENSDARG00000034240,0.425920594,0.999737975,-0.517698009,capza1a,FALSE
ENSDARG00000019230,0.426133169,0.999737975,0.129889,rpl7a,FALSE
ENSDARG00000053301,0.427413524,0.999737975,-1.493762403,insm1b,FALSE
ENSDARG00000058467,0.43118034,0.999737975,-0.72952856,prpf40a,FALSE
ENSDARG00000052374,0.432447812,0.999737975,-0.648323772,faf2,FALSE
ENSDARG00000015315,0.432539186,0.999737975,-0.604164608,psmc5,FALSE
ENSDARG00000104353,0.432788073,0.999737975,-0.425374759,nop58,FALSE
ENSDARG00000019404,0.433037701,0.999737975,-0.422669932,atp5d,FALSE
ENSDARG00000022438,0.433106609,0.999737975,0.364420197,cox6a1,FALSE
ENSDARG00000097746,0.43362156,0.999737975,-0.974009442,si:rp71-77l1.1,FALSE
ENSDARG00000077777,0.434979502,0.999737975,0.269648591,tmsb4x,FALSE
ENSDARG00000033450,0.435183746,0.999737975,-0.669104233,nkap,FALSE
ENSDARG00000037158,0.435321551,0.999737975,1.152928234,rcc1,FALSE
ENSDARG00000101216,0.43546314,0.999737975,-0.651355594,meaf6,FALSE
ENSDARG00000092337,0.435561613,0.999737975,-0.674934134,gas5,FALSE
ENSDARG00000044540,0.435845283,0.999737975,-0.752087859,fkbp2,FALSE
ENSDARG00000094426,0.436545828,0.999737975,-0.725846147,her4.2,TRUE
ENSDARG00000004870,0.436668562,0.999737975,1.090560134,psen1,FALSE
ENSDARG00000008380,0.436996898,0.999737975,-0.872545228,brd7,FALSE
ENSDARG00000035325,0.438000686,0.999737975,0.515560126,srsf7a,FALSE
ENSDARG00000038737,0.438701465,0.999737975,-0.922515614,phf20b,FALSE
ENSDARG00000005827,0.439043413,0.999737975,0.557121124,eif2s1a,FALSE
ENSDARG00000053365,0.439174372,0.999737975,-0.238231142,rpl31,FALSE
ENSDARG00000004363,0.439226473,0.999737975,-1.006292244,lhfp,FALSE
ENSDARG00000040717,0.439242284,0.999737975,-0.738062081,macc1,FALSE
ENSDARG00000008370,0.440742922,0.999737975,-0.952413156,csnk1da,FALSE
ENSDARG00000055283,0.441013061,0.999737975,-0.545213695,id2a,FALSE
ENSDARG00000041232,0.441129701,0.999737975,0.141123993,rps29,FALSE
ENSDARG00000002988,0.441311147,0.999737975,-1.011599003,tnnt2d,FALSE
ENSDARG00000057738,0.442144976,0.999737975,0.553385492,hells,TRUE
ENSDARG00000042796,0.442514889,0.999737975,-0.608631085,yy1a,FALSE
ENSDARG00000103994,0.442758151,0.999737975,0.218355945,ppiab,FALSE
ENSDARG00000019732,0.442842462,0.999737975,-0.913926532,mtch2,FALSE
ENSDARG00000099499,0.444068463,0.999737975,0.260420243,ndufa4l,FALSE
ENSDARG00000005254,0.444081259,0.999737975,-0.679662647,kdelr2a,FALSE
ENSDARG00000071670,0.444702197,0.999737975,0.311687207,tma7,FALSE
ENSDARG00000068940,0.444951155,0.999737975,0.521603261,atp5ib,FALSE
ENSDARG00000078164,0.445194598,0.999737975,-0.751891125,znf576.2,FALSE
ENSDARG00000063924,0.445480869,0.999737975,-0.294347007,mt-cyb,FALSE
ENSDARG00000037746,0.447930276,0.999737975,-0.248537181,actb1,FALSE
ENSDARG00000057556,0.448356793,0.999737975,-0.163358036,rpl17,FALSE
ENSDARG00000074749,0.450646145,0.999737975,-0.770312126,abca12,FALSE
ENSDARG00000104537,0.450993807,0.999737975,0.239181155,cox7c,FALSE
ENSDARG00000103364,0.45118836,0.999737975,-0.894733711,cs,FALSE
ENSDARG00000069013,0.453347703,0.999737975,-0.650786448,prdx4,FALSE
ENSDARG00000075709,0.453981882,0.999737975,-0.520554383,ndufb3,FALSE
ENSDARG00000029722,0.454300838,0.999737975,0.259004601,hmgb2a,FALSE
ENSDARG00000100826,0.454540082,0.999737975,-0.54753224,hif1al,FALSE
ENSDARG00000097452,0.455035984,0.999737975,-0.839470692,si:zfos-1451h6.1,FALSE
ENSDARG00000035715,0.455691698,0.999737975,-0.260416845,marcksl1b,FALSE
ENSDARG00000057867,0.457130385,0.999737975,0.726196965,lasp1,FALSE
ENSDARG00000003189,0.457181317,0.999737975,0.596364516,psmd1,FALSE
ENSDARG00000091215,0.457815782,0.999737975,-0.531749669,rpz2,FALSE
ENSDARG00000018984,0.461658215,0.999737975,-0.883449597,eya2,FALSE
ENSDARG00000019444,0.462265272,0.999737975,0.398868882,ssr4,FALSE
ENSDARG00000035555,0.462391608,0.999737975,-0.919405528,gbgt1l3,FALSE
ENSDARG00000074242,0.463148476,0.999737975,-0.25898789,serbp1a,FALSE
ENSDARG00000102317,0.463599865,0.999737975,-0.103191385,rpl26,FALSE
ENSDARG00000012387,0.463877688,0.999737975,0.769438871,pdha1a,FALSE
ENSDARG00000056532,0.465177696,0.999737975,-0.77465775,serinc2,FALSE
ENSDARG00000035133,0.465585093,0.999737975,-0.523590679,pho,FALSE
ENSDARG00000013979,0.465764964,0.999737975,0.647927854,ndfip1,FALSE
ENSDARG00000032765,0.465838941,0.999737975,-0.471773517,net1,FALSE
ENSDARG00000061235,0.46588228,0.999737975,-0.780641214,alg5,FALSE
ENSDARG00000033604,0.466477525,0.999737975,-0.841716025,lrpap1,FALSE
ENSDARG00000095459,0.466722322,0.999737975,-0.535096557,si:ch211-191j22.3,FALSE
ENSDARG00000096403,0.466827407,0.999737975,-0.552858093,si:dkey-153m14.1,FALSE
ENSDARG00000032970,0.46697648,0.999737975,0.357833235,cox4i1,FALSE
ENSDARG00000035679,0.46706909,0.999737975,-0.451896896,si:rp71-45k5.4,FALSE
ENSDARG00000041226,0.467082285,0.999737975,-1.075607052,cdc40,FALSE
ENSDARG00000042566,0.467714754,0.999737975,0.136166953,rps7,FALSE
ENSDARG00000025615,0.467835066,0.999737975,-0.592856241,prr15la,FALSE
ENSDARG00000017320,0.468125225,0.999737975,-0.369581367,f11r.1,TRUE
ENSDARG00000001210,0.468652578,0.999737975,-0.867809766,arl14ep,FALSE
ENSDARG00000008243,0.469146226,0.999737975,-0.436277995,cct8,FALSE
ENSDARG00000038030,0.469783964,0.999737975,-0.335873234,rbx1,FALSE
ENSDARG00000013968,0.470502777,0.999737975,-0.428485473,psap,FALSE
ENSDARG00000098627,0.47065848,0.999737975,-0.536977494,gspt1l,FALSE
ENSDARG00000016754,0.471002623,0.999737975,-0.518564361,tbca,FALSE
ENSDARG00000060199,0.471370967,0.999737975,-0.751060528,mrpl18,FALSE
ENSDARG00000008292,0.47141599,0.999737975,0.480166507,eif2s3,FALSE
ENSDARG00000012987,0.471695969,0.999737975,0.848288195,gpia,FALSE
ENSDARG00000045877,0.471959516,0.999737975,0.560506407,ube2nb,FALSE
ENSDARG00000086842,0.472110476,0.999737975,-0.395293185,dap1b,FALSE
ENSDARG00000068732,0.473978322,0.999737975,0.580968851,spry4,FALSE
ENSDARG00000053990,0.47412581,0.999737975,-0.248425152,hmgb2b,FALSE
ENSDARG00000003952,0.474320183,0.999737975,-0.460670383,pfn2,FALSE
ENSDARG00000097630,0.474395262,0.999737975,-0.668916524,si:ch211-282b22.1,FALSE
ENSDARG00000010160,0.474502276,0.999737975,0.124098313,rps15a,FALSE
ENSDARG00000053370,0.47529445,0.999737975,0.483918146,eif3jb,FALSE
ENSDARG00000052728,0.476181669,0.999737975,-0.816749348,sltm,FALSE
ENSDARG00000058349,0.476663707,0.999737975,-0.533426461,polr2l,FALSE
ENSDARG00000013966,0.477433194,0.999737975,-0.605189339,psma6b,FALSE
ENSDARG00000035329,0.478369387,0.999737975,-0.953776535,capns1a,FALSE
ENSDARG00000096454,0.479065122,0.999737975,-0.75543426,ap1m2,FALSE
ENSDARG00000018426,0.479742339,0.999737975,-0.761152145,aldh7a1,FALSE
ENSDARG00000030213,0.48031329,0.999737975,-0.475303722,sap30l,FALSE
ENSDARG00000039350,0.481589374,0.999737975,0.687797596,ssbp1,FALSE
ENSDARG00000013382,0.481699716,0.999737975,0.711494161,cwc15,FALSE
ENSDARG00000002538,0.481810285,0.999737975,0.713095223,smu1a,FALSE
ENSDARG00000041306,0.483165878,0.999737975,-0.63555294,mrps25,FALSE
ENSDARG00000040009,0.483380939,0.999737975,0.486823145,palld,FALSE
ENSDARG00000026473,0.483428396,0.999737975,-0.391821274,six1b,FALSE
ENSDARG00000037895,0.483756933,0.999737975,-1.120532714,ramp2,FALSE
ENSDARG00000103791,0.48428428,0.999737975,0.142450215,nme2b.1,FALSE
ENSDARG00000053485,0.485783743,0.999737975,0.607174035,aldh6a1,FALSE
ENSDARG00000059583,0.486280681,0.999737975,-0.706499292,wbscr16,FALSE
ENSDARG00000101624,0.487202741,0.999737975,-0.731696234,lmnb2,FALSE
ENSDARG00000056640,0.487403973,0.999737975,-1.060985282,rpia,FALSE
ENSDARG00000002240,0.488158777,0.999737975,-0.357831354,psmb6,FALSE
ENSDARG00000014137,0.48929521,0.999737975,-1.040066513,picalmb,FALSE
ENSDARG00000021220,0.489788385,0.999737975,-0.750485554,hmgcl,FALSE
ENSDARG00000025850,0.489841067,0.999737975,-0.131774699,rps21,FALSE
ENSDARG00000100452,0.489858696,0.999737975,0.415381491,gltscr2,FALSE
ENSDARG00000045352,0.490869456,0.999737975,0.572618098,cst14a.2,FALSE
ENSDARG00000042660,0.492006411,0.999737975,0.483962925,fam32a,FALSE
ENSDARG00000062020,0.4928113,0.999737975,-0.807296851,gse1,FALSE
ENSDARG00000040666,0.493022007,0.999737975,-0.736284442,nifk,FALSE
ENSDARG00000024416,0.494179986,0.999737975,-0.800333731,twistnb,FALSE
ENSDARG00000000796,0.494386274,0.999737975,-1.002257948,nr4a1,FALSE
ENSDARG00000040059,0.495954514,0.999737975,-0.414713471,gbp,FALSE
ENSDARG00000021945,0.496969772,0.999737975,-1.055896373,ddx23,FALSE
ENSDARG00000039162,0.497755112,0.999737975,-1.154999033,rhebl1,FALSE
ENSDARG00000026726,0.497806599,0.999737975,-1.064451058,anxa1a,FALSE
ENSDARG00000003820,0.498930745,0.999737975,-0.428796636,nr1d2a,FALSE
ENSDARG00000052438,0.499094394,0.999737975,-0.727881494,actr2a,FALSE
ENSDARG00000074487,0.499405226,0.999737975,-2.002853461,CR762483.1,FALSE
ENSDARG00000099640,0.49967424,0.999737975,-0.904713062,eed,FALSE
ENSDARG00000042056,0.500494635,0.999737975,-0.912631181,mau2,FALSE
ENSDARG00000016871,0.501055897,0.999737975,0.495501285,smarce1,FALSE
ENSDARG00000024846,0.501740757,0.999737975,0.563659826,cops8,FALSE
ENSDARG00000058203,0.502180672,0.999737975,0.604560885,smc1al,FALSE
ENSDARG00000005576,0.502697556,0.999737975,-0.515171739,mphosph8,FALSE
ENSDARG00000030602,0.503031707,0.999737975,-0.104962834,rps19,FALSE
ENSDARG00000104782,0.503522182,0.999737975,0.41492037,oaz1b,FALSE
ENSDARG00000040439,0.503528351,0.999737975,0.32028639,rsl24d1,FALSE
ENSDARG00000058328,0.503924845,0.999737975,-0.3407061,lsm7,FALSE
ENSDARG00000033160,0.504278284,0.999737975,-0.708174763,nr1d1,FALSE
ENSDARG00000003531,0.504369706,0.999737975,0.548897841,tcea1,FALSE
ENSDARG00000038456,0.504487134,0.999737975,-0.737835422,mrps35,FALSE
ENSDARG00000044062,0.504526869,0.999737975,-0.686386446,ctbp2a,FALSE
ENSDARG00000004706,0.506661534,0.999737975,0.466850896,syf2,FALSE
ENSDARG00000045549,0.506848795,0.999737975,-0.434275107,bik,FALSE
ENSDARG00000014690,0.507341455,0.999737975,0.12900047,rps4x,FALSE
ENSDARG00000040465,0.507347535,0.999737975,-0.776152686,irf2,FALSE
ENSDARG00000069853,0.508439037,0.999737975,0.859128427,txndc9,FALSE
ENSDARG00000095623,0.50895606,0.999737975,-0.815167318,dpm2,FALSE
ENSDARG00000089936,0.509071669,0.999737975,-0.424703469,sepw2b,FALSE
ENSDARG00000056929,0.510482277,0.999737975,-0.796380067,kdm6bb,FALSE
ENSDARG00000021372,0.512913444,0.999737975,-0.754654936,tob1b,FALSE
ENSDARG00000006192,0.512934695,0.999737975,-1.190868524,gatad2ab,FALSE
ENSDARG00000055996,0.51297123,0.999737975,0.113341739,rps8a,FALSE
ENSDARG00000014361,0.51312715,0.999737975,-0.771872004,tmbim4,FALSE
ENSDARG00000093945,0.51316085,0.999737975,-0.426287125,vma21,FALSE
ENSDARG00000053404,0.513531757,0.999737975,0.875313163,PPP2CA,FALSE
ENSDARG00000063917,0.514281442,0.999737975,-0.298576056,mt-nd4,FALSE
ENSDARG00000104011,0.514299212,0.999737975,0.178960309,rps17,FALSE
ENSDARG00000100715,0.514500299,0.999737975,-0.71235581,tlk1b,FALSE
ENSDARG00000019332,0.51455315,0.999737975,0.35892053,ndufb4,FALSE
ENSDARG00000056119,0.514632667,0.999737975,0.191636612,eef1g,FALSE
ENSDARG00000039150,0.51532067,0.999737975,-0.732018938,lgmn,FALSE
ENSDARG00000105368,0.515448273,0.999737975,-0.359264886,si:ch211-276i12.12,FALSE
ENSDARG00000074849,0.516057254,0.999737975,-0.460122018,rac1a,FALSE
ENSDARG00000079939,0.516364242,0.999737975,-0.650332643,jmjd1cb,FALSE
ENSDARG00000098108,0.516612262,0.999737975,0.745678414,dusp2,FALSE
ENSDARG00000015474,0.516644536,0.999737975,-1.00490136,ppp2r5ea,FALSE
ENSDARG00000058548,0.516675405,0.999737975,-1.119924404,bves,FALSE
ENSDARG00000075380,0.517243048,0.999737975,-0.55937338,kri1,FALSE
ENSDARG00000059357,0.51836952,0.999737975,-0.561089014,sarnp,FALSE
ENSDARG00000020377,0.518400261,0.999737975,-0.871942816,eif4g2a,FALSE
ENSDARG00000102320,0.518613306,0.999737975,-0.875195109,mob1a,FALSE
ENSDARG00000012972,0.519099904,0.999737975,-0.403853921,cfl1l,FALSE
ENSDARG00000098832,0.520367391,0.999737975,0.809760173,fam168a,FALSE
ENSDARG00000059070,0.520828015,0.999737975,0.685854649,gars,FALSE
ENSDARG00000099380,0.521976489,0.999737975,0.12350367,rpl13,FALSE
ENSDARG00000103824,0.522019946,0.999737975,-0.43714908,hint1,FALSE
ENSDARG00000103337,0.524338081,0.999737975,-0.466475145,rrp1,FALSE
ENSDARG00000035859,0.525375766,0.999737975,0.51013378,angptl4,FALSE
ENSDARG00000063905,0.525984919,0.999737975,-0.250926666,mt-co1,FALSE
ENSDARG00000045399,0.526657734,0.999737975,-0.333681651,cct5,FALSE
ENSDARG00000036558,0.526689458,0.999737975,-1.181133484,col18a1,FALSE
ENSDARG00000018241,0.526777873,0.999737975,-0.822514377,mfap1,FALSE
ENSDARG00000017235,0.52736477,0.999737975,0.27747557,eif5a,FALSE
ENSDARG00000044573,0.528328349,0.999737975,-0.530276496,cdc42,FALSE
ENSDARG00000069065,0.528591129,0.999737975,-0.491562911,btg3,FALSE
ENSDARG00000103436,0.528788971,0.999737975,-0.940263534,BX548028.1,FALSE
ENSDARG00000070824,0.529276107,0.999737975,-0.530754429,ndufb5,FALSE
ENSDARG00000009640,0.529423877,0.999737975,-0.319635369,psmb1,FALSE
ENSDARG00000100309,0.530393965,0.999737975,-1.070773031,zgc:136308,FALSE
ENSDARG00000103720,0.531060776,0.999737975,-0.733735343,ZFP36,FALSE
ENSDARG00000013732,0.53166795,0.999737975,-0.53504838,vta1,FALSE
ENSDARG00000070472,0.532141332,0.999737975,0.334596178,ARF5,FALSE
ENSDARG00000053452,0.533158821,0.999737975,0.866684777,pop5,FALSE
ENSDARG00000091656,0.533714335,0.999737975,0.549424806,lsm8,FALSE
ENSDARG00000013598,0.534174688,0.999737975,-1.843252482,tnfb,FALSE
ENSDARG00000094729,0.534333396,0.999737975,0.793195706,apela,FALSE
ENSDARG00000093584,0.534639294,0.999737975,0.531683693,zgc:193505,FALSE
ENSDARG00000099306,0.534734613,0.999737975,-0.60489357,FBXO2,FALSE
ENSDARG00000100515,0.535039666,0.999737975,0.322800576,dusp1,FALSE
ENSDARG00000010553,0.535375166,0.999737975,-0.606968605,mmgt1,FALSE
ENSDARG00000036456,0.536494363,0.999737975,-0.519183999,anxa4,FALSE
ENSDARG00000036840,0.53654487,0.999737975,-0.757487439,krt15,FALSE
ENSDARG00000004875,0.536734907,0.999737975,0.583904861,tmc6b,FALSE
ENSDARG00000011510,0.536952615,0.999737975,-0.428022069,rcc2,FALSE
ENSDARG00000069855,0.537536263,0.999737975,-0.93699024,pnisr,FALSE
ENSDARG00000061187,0.537756818,0.999737975,-0.415309171,cbx5,FALSE
ENSDARG00000012656,0.537840988,0.999737975,-0.529331715,atf6,FALSE
ENSDARG00000033889,0.538177468,0.999737975,0.850206166,spty2d1,FALSE
ENSDARG00000045929,0.538384561,0.999737975,-0.616382057,oaz2a,FALSE
ENSDARG00000057698,0.53876492,0.999737975,-0.387970506,ctsd,FALSE
ENSDARG00000039499,0.539314511,0.999737975,-0.623491688,soul2,FALSE
ENSDARG00000016156,0.539767754,0.999737975,0.873134665,fam53b,FALSE
ENSDARG00000099532,0.540955031,0.999737975,-0.62664311,ubl3a,FALSE
ENSDARG00000043795,0.541483189,0.999737975,0.66288418,arhgdia,FALSE
ENSDARG00000103404,0.542714256,0.999737975,-0.656414089,uchl5,FALSE
ENSDARG00000016080,0.543440248,0.999737975,-0.93311584,nob1,FALSE
ENSDARG00000009822,0.543993872,0.999737975,-1.534365177,her4.4,FALSE
ENSDARG00000093448,0.544448892,0.999737975,0.472496927,mpc1,FALSE
ENSDARG00000021252,0.544740019,0.999737975,0.377272047,cct6a,FALSE
ENSDARG00000052696,0.545281679,0.999737975,-0.830513959,bdh2,FALSE
ENSDARG00000061841,0.545720574,0.999737975,0.870940577,tiparp,FALSE
ENSDARG00000023298,0.546004376,0.999737975,-0.11460672,rps27.1,FALSE
ENSDARG00000003599,0.546105757,0.999737975,0.107777702,rpl3,FALSE
ENSDARG00000079119,0.547257602,0.999737975,0.31596259,si:ch211-229d2.5,FALSE
ENSDARG00000089836,0.54755162,0.999737975,0.4605893,MRPS12,FALSE
ENSDARG00000086699,0.547887296,0.999737975,0.546541297,smim15,FALSE
ENSDARG00000007323,0.548349976,0.999737975,-0.710015294,chmp4bb,FALSE
ENSDARG00000001940,0.548672958,0.999737975,0.719100119,dnajc1,FALSE
ENSDARG00000031664,0.54876344,0.999737975,-0.422104613,sox21a,TRUE
ENSDARG00000024478,0.549039928,0.999737975,0.502087,mpc2,FALSE
ENSDARG00000102115,0.549482193,0.999737975,0.344242544,ndufc2,FALSE
ENSDARG00000094300,0.549926698,0.999737975,0.624019071,NUPR2,FALSE
ENSDARG00000014556,0.550015376,0.999737975,0.769325558,serpinb1l3,FALSE
ENSDARG00000035871,0.550265756,0.999737975,-0.130503361,rpl30,FALSE
ENSDARG00000003527,0.550282118,0.999737975,0.452632638,mak16,FALSE
ENSDARG00000097102,0.551022987,0.999737975,-0.265849126,si:ch73-281n10.2,FALSE
ENSDARG00000100234,0.551051469,0.999737975,-1.121722663,BX511246.1,FALSE
ENSDARG00000100104,0.551258302,0.999737975,-1.342622632,zgc:101785,FALSE
ENSDARG00000099745,0.55141816,0.999737975,0.762696729,baz1a,FALSE
ENSDARG00000068698,0.551473587,0.999737975,0.895549641,psenen,FALSE
